parent_username,student_username,relationship,role_shortname,allow_grade_view,allow_activity_report_view,notes
dps.par.00308,dps.stu.00343,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00309,dps.stu.00344,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00310,dps.stu.00345,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00311,dps.stu.00346,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00312,dps.stu.00347,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00313,dps.stu.00348,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00314,dps.stu.00349,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00315,dps.stu.00350,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00316,dps.stu.00351,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00316,dps.stu.00352,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00317,dps.stu.00353,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00318,dps.stu.00354,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00319,dps.stu.00355,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00320,dps.stu.00356,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00321,dps.stu.00357,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00322,dps.stu.00358,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00323,dps.stu.00359,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00324,dps.stu.00360,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00325,dps.stu.00361,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00325,dps.stu.00362,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00326,dps.stu.00363,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00327,dps.stu.00364,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00328,dps.stu.00365,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00329,dps.stu.00366,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00330,dps.stu.00367,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00331,dps.stu.00368,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00332,dps.stu.00369,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00333,dps.stu.00370,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00334,dps.stu.00371,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00334,dps.stu.00372,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00335,dps.stu.00373,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00336,dps.stu.00374,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00337,dps.stu.00375,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00338,dps.stu.00376,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00339,dps.stu.00377,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00340,dps.stu.00378,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00341,dps.stu.00379,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00342,dps.stu.00380,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00343,dps.stu.00381,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00343,dps.stu.00382,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00344,dps.stu.00383,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00345,dps.stu.00384,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00346,dps.stu.00385,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00347,dps.stu.00386,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00348,dps.stu.00387,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00349,dps.stu.00388,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00350,dps.stu.00389,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00351,dps.stu.00390,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00352,dps.stu.00391,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00352,dps.stu.00392,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00353,dps.stu.00393,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00354,dps.stu.00394,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00355,dps.stu.00395,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00356,dps.stu.00396,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00357,dps.stu.00397,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00358,dps.stu.00398,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00359,dps.stu.00399,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00360,dps.stu.00400,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00361,dps.stu.00401,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00361,dps.stu.00402,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00362,dps.stu.00403,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00363,dps.stu.00404,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00364,dps.stu.00405,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00365,dps.stu.00406,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00366,dps.stu.00407,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00367,dps.stu.00408,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00368,dps.stu.00409,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00369,dps.stu.00410,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00370,dps.stu.00411,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00370,dps.stu.00412,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00371,dps.stu.00413,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00372,dps.stu.00414,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00373,dps.stu.00415,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00374,dps.stu.00416,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00375,dps.stu.00417,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00376,dps.stu.00418,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00377,dps.stu.00419,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00378,dps.stu.00420,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00379,dps.stu.00421,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00379,dps.stu.00422,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00380,dps.stu.00423,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00381,dps.stu.00424,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00382,dps.stu.00425,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00383,dps.stu.00426,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00384,dps.stu.00427,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00385,dps.stu.00428,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00386,dps.stu.00429,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00387,dps.stu.00430,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00388,dps.stu.00431,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00388,dps.stu.00432,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00389,dps.stu.00433,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00390,dps.stu.00434,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00391,dps.stu.00435,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00392,dps.stu.00436,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00393,dps.stu.00437,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00394,dps.stu.00438,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00395,dps.stu.00439,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00396,dps.stu.00440,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00397,dps.stu.00441,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00397,dps.stu.00442,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00398,dps.stu.00443,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00399,dps.stu.00444,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00400,dps.stu.00445,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00401,dps.stu.00446,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00402,dps.stu.00447,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00403,dps.stu.00448,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00404,dps.stu.00449,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00405,dps.stu.00450,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00406,dps.stu.00451,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00406,dps.stu.00452,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00407,dps.stu.00453,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00408,dps.stu.00454,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00409,dps.stu.00455,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00410,dps.stu.00456,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00411,dps.stu.00457,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00412,dps.stu.00458,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00413,dps.stu.00459,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00414,dps.stu.00460,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00415,dps.stu.00461,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00415,dps.stu.00462,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00416,dps.stu.00463,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00417,dps.stu.00464,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00418,dps.stu.00465,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00419,dps.stu.00466,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00420,dps.stu.00467,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00421,dps.stu.00468,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00422,dps.stu.00469,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00423,dps.stu.00470,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00424,dps.stu.00471,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00424,dps.stu.00472,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00425,dps.stu.00473,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00426,dps.stu.00474,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00427,dps.stu.00475,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00428,dps.stu.00476,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00429,dps.stu.00477,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00430,dps.stu.00478,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00431,dps.stu.00479,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00432,dps.stu.00480,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00433,dps.stu.00481,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00433,dps.stu.00482,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00434,dps.stu.00483,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00435,dps.stu.00484,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00436,dps.stu.00485,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00437,dps.stu.00486,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00438,dps.stu.00487,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00439,dps.stu.00488,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00440,dps.stu.00489,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00441,dps.stu.00490,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00442,dps.stu.00491,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00442,dps.stu.00492,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00443,dps.stu.00493,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00444,dps.stu.00494,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00445,dps.stu.00495,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00446,dps.stu.00496,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00447,dps.stu.00497,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00448,dps.stu.00498,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00449,dps.stu.00499,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00450,dps.stu.00500,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00451,dps.stu.00501,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00451,dps.stu.00502,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00452,dps.stu.00503,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00453,dps.stu.00504,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00454,dps.stu.00505,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00455,dps.stu.00506,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00456,dps.stu.00507,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00457,dps.stu.00508,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00458,dps.stu.00509,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00459,dps.stu.00510,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00460,dps.stu.00511,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00460,dps.stu.00512,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00461,dps.stu.00513,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00462,dps.stu.00514,Parent,parent,1,1,Single-student parent for local testing.
